Lead_ID,Lead_Date,Lead_Source,Preferred_Model,Preferred_Variant,Assigned_Salesperson,Lead_Status,Followup_Count,Finance_Intent,Exchange_Intent
LD21730,2024-05-18,Aggregator,City,Base,SP18,Lost,6,Yes,No
LD21731,2024-04-04,Referral,Swift,Top,SP5,Contacted,7,No,Yes
LD21732,2025-09-22,Facebook,Swift,Base,SP16,Test Drive,7,No,Yes
LD21733,2025-09-23,Aggregator,Swift,Top,SP13,Contacted,2,Yes,Yes
LD21734,2025-01-20,Walk-in,Baleno,Mid,SP9,Booked,8,Yes,Yes
LD21735,2024-05-02,Website,Baleno,Base,SP5,Contacted,9,No,No
LD21736,2024-10-11,Referral,Swift,Top,SP8,Booked,9,Yes,Yes
LD21737,2024-12-31,Website,Baleno,Base,SP18,New,9,Yes,No
LD21738,2025-11-21,Referral,Swift,Mid,SP3,Booked,5,Yes,Yes
LD21739,2025-05-04,Referral,Venue,Top,SP6,Contacted,3,No,No
LD21740,2024-11-20,Referral,Baleno,Top,SP11,New,7,No,No
LD21741,2025-02-10,Website,Creta,Top,SP14,New,3,No,Yes
LD21742,2025-06-02,Walk-in,Baleno,Mid,SP19,New,3,Yes,No
LD21743,2025-09-30,Facebook,Swift,Top,SP7,Booked,7,Yes,Yes
LD21744,2024-03-17,Facebook,Creta,Mid,SP10,Contacted,3,Yes,Yes
LD21745,2024-08-21,Walk-in,City,Mid,SP15,New,0,Yes,No
LD21746,2025-08-08,Walk-in,Creta,Base,SP6,Contacted,5,Yes,Yes
LD21747,2025-04-28,Referral,Creta,Mid,SP20,Test Drive,7,No,No
LD21748,2025-04-08,Referral,Baleno,Top,SP6,New,2,Yes,Yes
LD21749,2024-09-27,Facebook,Nexon,Top,SP16,Contacted,1,No,No
LD21750,2025-04-11,Referral,Creta,Mid,SP9,Test Drive,5,Yes,No
LD21751,2025-04-13,Referral,Creta,Mid,SP19,Test Drive,0,No,Yes
LD21752,2025-09-23,Walk-in,Swift,Base,SP18,Test Drive,4,Yes,Yes
LD21753,2025-06-30,Website,Baleno,Base,SP5,Contacted,5,Yes,No
LD21754,2025-12-19,Aggregator,Swift,Top,SP16,New,7,Yes,Yes
LD21755,2024-09-26,Aggregator,Baleno,Mid,SP7,Booked,6,Yes,No
LD21756,2025-08-27,Referral,City,Top,SP19,Lost,5,No,Yes
LD21757,2025-01-12,Referral,Nexon,Mid,SP5,Test Drive,1,Yes,No
LD21758,2024-06-25,Aggregator,Creta,Top,SP20,Contacted,7,No,Yes
LD21759,2024-09-30,Walk-in,Baleno,Top,SP11,Test Drive,7,No,No
LD21760,2025-11-21,Aggregator,Creta,Top,SP18,Booked,4,No,Yes
LD21761,2025-10-02,Aggregator,Creta,Mid,SP7,Test Drive,2,Yes,Yes
LD21762,2025-09-28,Aggregator,Venue,Base,SP18,Booked,7,Yes,No
LD21763,2024-01-27,Referral,Swift,Base,SP3,Contacted,4,No,No
LD21764,2025-07-29,Referral,Nexon,Mid,SP5,Booked,2,Yes,No
LD21765,2024-02-29,Aggregator,Baleno,Base,SP13,Test Drive,8,No,No
LD21766,2025-12-31,Referral,City,Top,SP16,Test Drive,8,No,No
LD21767,2024-08-04,Aggregator,Nexon,Mid,SP12,Test Drive,6,Yes,No
LD21768,2025-11-11,Walk-in,Venue,Mid,SP7,Test Drive,7,Yes,Yes
LD21769,2025-10-22,Referral,Swift,Base,SP13,Booked,4,No,Yes
LD21770,2024-09-26,Website,City,Base,SP1,Lost,4,No,No
LD21771,2024-04-25,Referral,City,Top,SP15,New,4,Yes,Yes
LD21772,2024-09-01,Walk-in,Creta,Mid,SP12,Test Drive,1,Yes,No
LD21773,2025-10-21,Walk-in,Swift,Base,SP17,Lost,2,Yes,Yes
LD21774,2025-08-26,Referral,Venue,Mid,SP20,New,7,No,No
LD21775,2024-03-25,Facebook,Baleno,Top,SP5,Contacted,5,No,No
LD21776,2025-08-21,Aggregator,Baleno,Top,SP17,New,8,No,Yes
LD21777,2025-09-23,Aggregator,Venue,Top,SP15,New,6,Yes,No
LD21778,2025-03-25,Walk-in,Creta,Mid,SP20,Lost,5,No,Yes
LD21779,2025-06-19,Referral,Creta,Mid,SP19,Contacted,3,No,Yes
LD21780,2024-03-29,Facebook,City,Mid,SP1,Test Drive,6,No,Yes
LD21781,2025-07-02,Website,Swift,Mid,SP4,New,3,Yes,Yes
LD21782,2025-05-21,Aggregator,City,Mid,SP3,New,6,No,Yes
LD21783,2025-02-11,Facebook,Baleno,Top,SP8,Booked,4,Yes,Yes
LD21784,2024-09-27,Aggregator,Venue,Top,SP9,Test Drive,1,No,Yes
LD21785,2025-06-07,Referral,Swift,Top,SP12,New,6,No,Yes
LD21786,2025-05-08,Aggregator,Venue,Base,SP5,Lost,7,Yes,Yes
LD21787,2025-08-29,Website,Swift,Top,SP9,Contacted,9,Yes,Yes
LD21788,2025-03-23,Referral,Nexon,Mid,SP1,Contacted,1,Yes,No
LD21789,2025-06-26,Walk-in,Baleno,Top,SP11,Test Drive,5,No,Yes
LD21790,2024-12-15,Facebook,Baleno,Base,SP7,New,3,Yes,Yes
LD21791,2024-11-23,Aggregator,Nexon,Base,SP20,Test Drive,4,No,No
LD21792,2024-10-12,Referral,Swift,Base,SP14,Test Drive,0,No,No
LD21793,2024-02-04,Referral,Creta,Base,SP3,Contacted,5,Yes,No
LD21794,2025-06-16,Aggregator,Swift,Base,SP11,Booked,7,Yes,No
LD21795,2025-09-14,Walk-in,Baleno,Mid,SP17,Contacted,1,Yes,Yes
LD21796,2025-05-02,Aggregator,Venue,Top,SP18,Booked,0,Yes,Yes
LD21797,2025-05-01,Walk-in,City,Mid,SP19,New,8,No,Yes
LD21798,2024-05-24,Aggregator,Venue,Mid,SP18,Lost,1,No,No
LD21799,2025-06-07,Referral,Baleno,Base,SP6,Booked,7,Yes,No
LD21800,2024-05-25,Website,Venue,Top,SP15,New,4,Yes,Yes
LD21801,2025-05-17,Website,Creta,Top,SP7,Lost,1,No,No
LD21802,2025-08-26,Referral,Creta,Top,SP5,Test Drive,4,No,Yes
LD21803,2025-09-18,Website,Swift,Base,SP5,Booked,8,Yes,No
LD21804,2025-06-10,Walk-in,Venue,Mid,SP7,Booked,5,No,No
LD21805,2024-09-28,Referral,Venue,Top,SP12,New,2,No,Yes
LD21806,2025-06-17,Walk-in,Baleno,Mid,SP8,New,7,No,Yes
LD21807,2025-09-21,Referral,Swift,Top,SP18,Contacted,0,No,Yes
LD21808,2024-04-04,Walk-in,Swift,Top,SP18,Contacted,8,No,No
LD21809,2025-03-22,Walk-in,Venue,Top,SP17,Contacted,8,No,No
LD21810,2025-02-18,Website,City,Top,SP11,Test Drive,3,No,Yes
LD21811,2024-09-13,Referral,Venue,Base,SP15,New,7,No,Yes
LD21812,2024-09-18,Aggregator,Venue,Base,SP20,Test Drive,2,Yes,Yes
LD21813,2024-03-27,Website,Venue,Mid,SP6,New,5,No,No
LD21814,2025-03-11,Walk-in,Creta,Base,SP12,Contacted,9,Yes,No
LD21815,2025-07-23,Walk-in,Nexon,Top,SP7,New,9,Yes,Yes
LD21816,2024-04-17,Aggregator,Swift,Mid,SP8,Booked,7,Yes,Yes
LD21817,2024-01-19,Aggregator,Nexon,Mid,SP4,Booked,8,Yes,Yes
LD21818,2024-12-30,Walk-in,Creta,Mid,SP3,New,7,Yes,No
LD21819,2025-10-14,Aggregator,City,Top,SP3,Booked,8,No,No
LD21820,2025-01-13,Facebook,Baleno,Top,SP10,Booked,3,Yes,Yes
LD21821,2024-06-08,Website,City,Mid,SP15,Lost,9,No,No
LD21822,2024-04-09,Referral,Swift,Base,SP13,Test Drive,0,Yes,Yes
LD21823,2024-09-21,Aggregator,Baleno,Top,SP19,Contacted,6,No,Yes
LD21824,2024-02-18,Aggregator,Nexon,Top,SP8,Contacted,9,No,Yes
LD21825,2025-11-07,Facebook,City,Base,SP18,Contacted,3,Yes,No
LD21826,2025-02-18,Referral,Swift,Mid,SP5,Test Drive,0,No,Yes
LD21827,2024-02-28,Facebook,City,Base,SP7,Contacted,2,Yes,Yes
LD21828,2024-07-01,Referral,Baleno,Top,SP5,Test Drive,6,No,No
LD21829,2025-10-20,Website,Baleno,Mid,SP19,New,2,No,Yes
LD21830,2025-03-22,Aggregator,City,Mid,SP17,New,0,Yes,Yes
LD21831,2024-10-27,Website,Creta,Base,SP19,Lost,6,No,Yes
LD21832,2025-08-30,Referral,City,Top,SP4,Lost,7,No,Yes
LD21833,2025-07-08,Aggregator,Nexon,Top,SP7,Booked,4,No,No
LD21834,2024-12-19,Facebook,City,Mid,SP6,Contacted,5,No,No
LD21835,2024-07-31,Walk-in,City,Top,SP14,Lost,2,No,Yes
LD21836,2024-07-07,Facebook,Creta,Mid,SP19,New,4,No,No
LD21837,2025-10-04,Walk-in,Venue,Mid,SP20,Booked,2,Yes,No
LD21838,2024-12-12,Facebook,Baleno,Mid,SP11,New,1,No,No
LD21839,2024-05-16,Referral,Nexon,Top,SP7,Test Drive,6,Yes,No
LD21840,2024-01-30,Website,Swift,Base,SP3,Booked,9,No,No
LD21841,2024-05-25,Walk-in,Baleno,Mid,SP20,Booked,6,Yes,No
LD21842,2025-04-12,Referral,Baleno,Base,SP17,Booked,7,No,No
LD21843,2025-09-08,Website,Venue,Base,SP11,Lost,0,Yes,No
LD21844,2025-05-17,Website,Baleno,Base,SP15,Test Drive,1,No,Yes
LD21845,2024-07-09,Aggregator,Baleno,Base,SP7,Test Drive,1,Yes,Yes
LD21846,2025-04-15,Aggregator,Creta,Base,SP15,Contacted,2,Yes,Yes
LD21847,2025-11-20,Aggregator,Creta,Mid,SP17,New,6,Yes,Yes
LD21848,2024-12-10,Walk-in,Creta,Top,SP11,Booked,6,No,Yes
LD21849,2024-01-01,Walk-in,Creta,Base,SP12,Booked,6,No,Yes
LD21850,2024-04-19,Website,Creta,Top,SP13,New,0,No,Yes
LD21851,2024-03-04,Walk-in,Nexon,Top,SP11,New,1,Yes,Yes
LD21852,2024-02-22,Website,Swift,Mid,SP11,New,7,No,No
LD21853,2024-09-18,Referral,Venue,Base,SP9,Booked,8,Yes,Yes
LD21854,2025-06-12,Facebook,City,Top,SP11,Contacted,9,No,Yes
LD21855,2024-10-28,Website,Nexon,Top,SP4,New,6,Yes,No
LD21856,2024-08-21,Website,Creta,Base,SP2,New,0,Yes,No
LD21857,2024-03-13,Referral,Venue,Mid,SP4,Contacted,3,Yes,Yes
LD21858,2024-12-22,Aggregator,City,Mid,SP14,Booked,9,No,Yes
LD21859,2025-08-25,Aggregator,Baleno,Base,SP5,Lost,7,Yes,Yes
LD21860,2025-04-28,Aggregator,Nexon,Top,SP17,Contacted,4,No,No
LD21861,2024-01-06,Website,Baleno,Mid,SP12,New,0,Yes,Yes
LD21862,2025-12-10,Website,Venue,Mid,SP6,Booked,6,No,No
LD21863,2025-12-08,Walk-in,Swift,Top,SP12,Booked,5,Yes,Yes
LD21864,2024-05-16,Walk-in,Swift,Top,SP15,Contacted,8,Yes,No
LD21865,2025-02-07,Facebook,Venue,Top,SP19,New,3,Yes,No
LD21866,2025-09-19,Facebook,Swift,Top,SP10,Lost,3,No,No
LD21867,2025-07-08,Walk-in,Swift,Base,SP2,Test Drive,7,Yes,Yes
LD21868,2025-07-23,Website,Baleno,Top,SP12,Lost,3,Yes,Yes
LD21869,2024-07-24,Referral,Swift,Mid,SP12,Contacted,2,No,No
LD21870,2025-02-13,Walk-in,Swift,Top,SP7,Test Drive,6,No,No
LD21871,2025-08-28,Website,Venue,Top,SP1,Test Drive,4,Yes,No
LD21872,2024-02-05,Walk-in,Swift,Base,SP18,Booked,8,No,Yes
LD21873,2024-08-17,Aggregator,Nexon,Base,SP3,Lost,4,No,No
LD21874,2024-08-14,Walk-in,Creta,Top,SP20,New,8,Yes,Yes
LD21875,2025-11-25,Aggregator,Creta,Base,SP5,Test Drive,5,No,Yes
LD21876,2024-09-18,Website,Venue,Base,SP20,Contacted,5,Yes,No
LD21877,2024-05-10,Aggregator,Creta,Base,SP15,Booked,5,Yes,No
LD21878,2025-07-30,Walk-in,Baleno,Base,SP10,Booked,6,Yes,Yes
LD21879,2025-03-23,Aggregator,Nexon,Top,SP19,Booked,3,No,Yes
LD21880,2024-07-04,Referral,Nexon,Base,SP1,Contacted,3,No,Yes
LD21881,2025-09-20,Aggregator,Venue,Base,SP7,New,8,Yes,No
LD21882,2024-07-04,Aggregator,Swift,Mid,SP18,New,6,Yes,Yes
LD21883,2024-09-30,Facebook,Creta,Top,SP2,Contacted,9,No,Yes
LD21884,2025-10-24,Referral,Baleno,Base,SP19,Contacted,5,No,No
LD21885,2024-12-17,Website,Venue,Mid,SP10,Lost,0,Yes,Yes
LD21886,2025-02-16,Aggregator,Venue,Base,SP15,Contacted,6,Yes,No
LD21887,2024-05-30,Referral,Swift,Top,SP10,Test Drive,5,Yes,No
LD21888,2025-01-18,Website,City,Mid,SP10,Booked,3,No,No
LD21889,2024-02-05,Referral,Creta,Mid,SP12,Booked,7,Yes,No
LD21890,2024-11-21,Facebook,Baleno,Top,SP8,Test Drive,6,No,No
LD21891,2025-04-09,Website,Venue,Mid,SP14,New,7,Yes,No
LD21892,2025-04-10,Website,Creta,Mid,SP2,Contacted,8,No,No
LD21893,2024-04-04,Aggregator,Baleno,Base,SP17,Contacted,0,No,No
LD21894,2024-05-13,Walk-in,Nexon,Mid,SP6,Booked,2,Yes,No
LD21895,2024-06-10,Website,Nexon,Top,SP8,Booked,1,No,Yes
LD21896,2025-07-09,Website,Baleno,Base,SP1,Test Drive,2,No,No
LD21897,2024-10-26,Facebook,Nexon,Mid,SP3,Booked,1,Yes,Yes
LD21898,2024-12-21,Facebook,Venue,Base,SP15,Booked,5,No,Yes
LD21899,2024-08-27,Facebook,Creta,Top,SP17,Lost,8,No,No
LD21900,2025-07-17,Aggregator,Baleno,Mid,SP7,Booked,1,Yes,No
LD21901,2025-08-08,Website,Venue,Top,SP14,New,3,No,No
LD21902,2024-06-15,Facebook,Creta,Top,SP3,New,4,No,Yes
LD21903,2024-05-19,Facebook,Creta,Mid,SP18,Contacted,4,Yes,No
LD21904,2024-05-18,Referral,Venue,Mid,SP5,Test Drive,0,Yes,Yes
LD21905,2024-08-22,Referral,Creta,Base,SP20,Test Drive,5,Yes,Yes
LD21906,2024-01-03,Facebook,City,Top,SP15,Contacted,4,No,Yes
LD21907,2024-09-12,Aggregator,Baleno,Mid,SP6,Booked,5,Yes,No
LD21908,2025-01-05,Walk-in,Baleno,Top,SP3,Contacted,3,Yes,No
LD21909,2024-10-04,Referral,Creta,Mid,SP18,Lost,5,Yes,Yes
LD21910,2025-05-30,Referral,Venue,Top,SP20,Contacted,8,Yes,Yes
LD21911,2024-07-30,Website,Swift,Base,SP3,New,0,Yes,Yes
LD21912,2024-08-03,Website,Nexon,Top,SP8,New,5,Yes,Yes
LD21913,2024-09-26,Facebook,Creta,Mid,SP19,New,0,Yes,No
LD21914,2025-04-20,Website,Swift,Base,SP18,New,6,No,No
LD21915,2025-06-11,Website,Creta,Base,SP15,Booked,3,No,Yes
LD21916,2024-03-04,Walk-in,Swift,Mid,SP14,New,5,Yes,Yes
LD21917,2025-04-04,Aggregator,Creta,Base,SP16,Booked,6,Yes,Yes
LD21918,2024-01-16,Facebook,Venue,Top,SP3,Contacted,4,No,No
LD21919,2025-07-17,Walk-in,Nexon,Top,SP15,New,8,Yes,No
LD21920,2024-01-19,Facebook,Swift,Mid,SP19,Booked,7,No,Yes
LD21921,2024-11-20,Aggregator,City,Top,SP8,Contacted,2,Yes,No
LD21922,2024-04-02,Facebook,Venue,Mid,SP2,Test Drive,0,No,No
LD21923,2024-01-17,Website,Nexon,Base,SP17,Contacted,9,Yes,Yes
LD21924,2025-09-14,Aggregator,Creta,Top,SP12,New,7,No,No
LD21925,2025-05-02,Walk-in,Swift,Mid,SP19,Contacted,3,No,No
LD21926,2024-04-03,Walk-in,Nexon,Top,SP11,Test Drive,6,Yes,No
LD21927,2024-01-10,Referral,Baleno,Base,SP18,New,3,No,No
LD21928,2025-12-24,Walk-in,Venue,Base,SP13,Test Drive,6,No,No
LD21929,2025-06-11,Referral,Swift,Top,SP14,Booked,0,Yes,No
LD21930,2025-05-03,Website,Venue,Base,SP12,New,0,No,Yes
LD21931,2024-05-23,Walk-in,Swift,Mid,SP15,Lost,1,No,Yes
LD21932,2025-07-07,Aggregator,Baleno,Top,SP8,New,4,No,Yes
LD21933,2025-05-29,Referral,City,Top,SP2,Booked,9,No,No
LD21934,2025-04-14,Walk-in,Baleno,Base,SP8,Booked,5,Yes,No
LD21935,2025-01-11,Website,Creta,Mid,SP5,Contacted,1,No,No
LD21936,2025-10-29,Aggregator,Venue,Top,SP2,Lost,0,No,Yes
LD21937,2025-05-08,Aggregator,City,Top,SP10,Contacted,8,No,Yes
LD21938,2025-11-15,Website,Venue,Base,SP10,New,6,No,No
LD21939,2025-04-28,Walk-in,Nexon,Base,SP4,Test Drive,7,Yes,No
LD21940,2025-03-27,Facebook,Swift,Mid,SP4,Lost,5,No,No
LD21941,2025-06-19,Walk-in,Creta,Mid,SP8,Booked,8,Yes,No
LD21942,2024-03-15,Referral,Creta,Base,SP6,Contacted,7,Yes,No
LD21943,2024-02-09,Referral,Venue,Mid,SP15,Test Drive,3,No,Yes
LD21944,2024-10-28,Walk-in,Creta,Base,SP18,New,4,Yes,Yes
LD21945,2025-07-05,Referral,Venue,Top,SP8,Contacted,1,No,No
LD21946,2024-03-02,Facebook,Swift,Base,SP20,Test Drive,0,No,Yes
LD21947,2025-05-17,Facebook,Swift,Base,SP7,Contacted,5,No,No
LD21948,2024-09-01,Aggregator,Venue,Base,SP20,Contacted,2,Yes,Yes
LD21949,2024-01-18,Referral,Baleno,Top,SP17,Lost,3,Yes,No
LD21950,2025-10-13,Walk-in,Baleno,Mid,SP19,Test Drive,0,No,No
LD21951,2025-02-01,Aggregator,Swift,Mid,SP2,Booked,5,Yes,No
LD21952,2025-08-16,Facebook,City,Mid,SP12,Contacted,7,Yes,No
LD21953,2024-07-07,Aggregator,Baleno,Base,SP19,Lost,9,Yes,Yes
LD21954,2025-09-11,Website,Venue,Base,SP5,New,3,Yes,No
LD21955,2024-04-13,Referral,Swift,Mid,SP12,Test Drive,9,No,No
LD21956,2025-10-07,Walk-in,Creta,Top,SP17,Booked,7,No,No
LD21957,2024-12-09,Facebook,Creta,Top,SP5,Booked,9,No,No
LD21958,2025-01-05,Aggregator,Baleno,Top,SP2,New,2,Yes,Yes
LD21959,2024-02-02,Walk-in,City,Top,SP4,Contacted,6,No,Yes
LD21960,2025-01-08,Referral,Nexon,Base,SP6,Test Drive,2,No,Yes
LD21961,2024-06-26,Walk-in,Baleno,Mid,SP9,Contacted,5,No,No
LD21962,2024-01-12,Referral,City,Top,SP10,Test Drive,3,Yes,Yes
LD21963,2025-03-31,Referral,Baleno,Base,SP11,Contacted,5,Yes,No
LD21964,2025-10-04,Referral,Creta,Base,SP2,Contacted,6,Yes,Yes
LD21965,2024-09-05,Aggregator,City,Base,SP9,New,7,No,Yes
LD21966,2025-03-23,Referral,Creta,Mid,SP20,New,5,No,No
LD21967,2025-07-23,Walk-in,Venue,Base,SP17,Booked,3,No,Yes
LD21968,2024-01-04,Website,Venue,Mid,SP9,Contacted,8,Yes,No
LD21969,2024-08-23,Walk-in,Swift,Mid,SP8,Test Drive,6,No,Yes
LD21970,2024-06-21,Aggregator,Creta,Mid,SP5,Contacted,8,Yes,No
LD21971,2024-11-17,Referral,Creta,Mid,SP5,New,2,Yes,No
LD21972,2025-01-05,Website,Swift,Base,SP6,Contacted,4,Yes,No
LD21973,2025-07-01,Aggregator,Venue,Base,SP16,New,0,No,No
LD21974,2024-10-22,Facebook,Venue,Base,SP1,Booked,7,Yes,Yes
LD21975,2025-02-03,Facebook,City,Top,SP9,Lost,0,No,No
LD21976,2024-02-27,Facebook,City,Top,SP7,Booked,0,Yes,Yes
LD21977,2025-06-13,Website,Nexon,Mid,SP11,Test Drive,6,No,No
LD21978,2025-07-01,Walk-in,Venue,Mid,SP15,Test Drive,7,Yes,No
LD21979,2025-02-11,Website,Nexon,Mid,SP5,Lost,2,No,No
LD21980,2025-10-02,Website,Baleno,Mid,SP19,Test Drive,1,No,No
LD21981,2025-05-27,Website,Creta,Mid,SP6,Test Drive,6,Yes,Yes
LD21982,2024-03-04,Facebook,City,Top,SP14,Test Drive,9,No,Yes
LD21983,2025-07-27,Walk-in,Baleno,Mid,SP20,Booked,4,No,No
LD21984,2025-02-23,Website,City,Base,SP14,Test Drive,0,Yes,Yes
LD21985,2024-05-25,Walk-in,Swift,Mid,SP11,Test Drive,1,Yes,Yes
LD21986,2024-09-28,Referral,Creta,Base,SP4,Booked,2,No,No
LD21987,2024-01-17,Website,Nexon,Base,SP10,Booked,5,Yes,Yes
LD21988,2024-04-07,Website,Nexon,Base,SP2,Contacted,0,No,No
LD21989,2025-03-27,Website,City,Base,SP4,Booked,7,Yes,No
LD21990,2024-08-30,Referral,Venue,Mid,SP20,New,1,Yes,Yes
LD21991,2025-04-23,Referral,Nexon,Mid,SP10,Booked,4,Yes,Yes
LD21992,2024-07-19,Facebook,Swift,Mid,SP1,Contacted,7,No,No
LD21993,2025-04-17,Aggregator,Swift,Mid,SP14,Contacted,4,Yes,No
LD21994,2024-06-27,Walk-in,Venue,Mid,SP18,Booked,7,No,No
LD21995,2025-05-22,Aggregator,Swift,Top,SP12,Test Drive,5,No,Yes
LD21996,2025-03-28,Website,Creta,Base,SP19,Contacted,6,Yes,No
LD21997,2024-09-26,Website,City,Base,SP12,New,7,Yes,No
LD21998,2024-08-21,Facebook,Swift,Top,SP5,Lost,2,Yes,No
LD21999,2025-09-15,Aggregator,Creta,Top,SP4,New,4,Yes,No
